Местное время,meteostation,T,Po,Ff,W1,Тип выезда
2020-11-07,Ножовка,2.6,737.2125,1.0,Дождь.,0
2020-11-07,Октябрьский,1.3125,719.0125,1.875,Дождь.,0
2020-11-07,Оса,3.275,740.1125,1.5,Дождь.,0
2020-11-07,Оханск,2.5,733.7375,2.0,Дождь.,0
2020-11-07,Пермь,2.225,732.75,1.625,Дождь.,Пожар 
2020-11-07,Усть-Черная ,1.175,731.725,1.5,Дождь.,0
2020-11-07,Чайковский,3.2875,740.3375,1.5,Дождь.,0
2020-11-07,Чердынь,1.7,728.7625,2.125,Дождь.,0
2020-11-07,Чермоз,2.15,737.1125,0.875,Дождь.,0
2020-11-07,Чернушка,2.7125,735.5,2.125,Дождь.,Пожар 
2020-11-08,Березники,-0.1249999999999999,725.7375,3.375,Снег или дождь со снегом.,Пожар 
2020-11-08,Бисер,-1.475,701.2,3.875,Ливень (ливни).,0
2020-11-08,Верещагино,0.175,723.1875,5.375,Снег или дождь со снегом.,0
2020-11-08,Гайны,-0.1,723.3,3.625,Снег или дождь со снегом.,0
2020-11-08,Губаха,-0.4375,717.0625,1.5,Ливень (ливни).,0
2020-11-08,Добрянка,0.5875,729.55,3.125,Снег или дождь со снегом.,0
2020-11-08,Коса,-0.0125,724.5,4.0,Ливень (ливни).,0
2020-11-08,Кочево,0.375,725.8,3.25,Ливень (ливни).,0
2020-11-08,Кудымкар,0.1875,726.2,3.375,Снег или дождь со снегом.,Пожар 
2020-11-08,Кунгур,0.775,731.5375,3.875,Ливень (ливни).,Пожар 
2020-11-08,Кын,0.125,721.7375,3.375,Снег или дождь со снегом.,0
2020-11-08,Лысьва,0.075,723.575,3.375,Снег или дождь со снегом.,Пожар 
2020-11-08,Ножовка,1.425,735.175,4.25,Снег или дождь со снегом.,0
2020-11-08,Октябрьский,-0.3125,716.6625,3.75,Снег или дождь со снегом.,0
2020-11-08,Оса,1.625,737.4875,4.0,Снег или дождь со снегом.,0
2020-11-08,Оханск,0.875,730.45,3.75,Снег или дождь со снегом.,0
2020-11-08,Пермь,0.6,728.7625,3.375,Снег или дождь со снегом.,Пожар 
2020-11-08,Усть-Черная ,0.3625,725.025,3.25,Снег или дождь со снегом.,0
2020-11-08,Чайковский,2.125,738.975,4.0,Дождь.,0
2020-11-08,Чердынь,-0.4625,721.775,4.375,Снег или дождь со снегом.,0
2020-11-08,Чермоз,0.7,732.0,3.0,Ливень (ливни).,0
2020-11-08,Чернушка,1.0875,733.8375,4.625,Ливень (ливни).,0
2020-11-09,Березники,-0.5875,731.1375,2.5,Снег или дождь со снегом.,0
2020-11-09,Бисер,-2.0875,704.6125,4.75,Ливень (ливни).,0
2020-11-09,Верещагино,0.0999999999999999,728.9625,5.125,Снег или дождь со снегом.,0
2020-11-09,Гайны,-0.475,730.4375,3.125,Ливень (ливни).,0
2020-11-09,Губаха,-1.025,721.6125,1.125,Ливень (ливни).,0
2020-11-09,Добрянка,0.775,734.7,3.5,Снег или дождь со снегом.,0
2020-11-09,Коса,-0.3375,731.2625,4.25,Снег или дождь со снегом.,0
2020-11-09,Кочево,0.15,732.6125,3.875,Ливень (ливни).,0
2020-11-09,Кудымкар,0.1,732.5875,4.25,Ливень (ливни).,0
2020-11-09,Кунгур,0.8625,736.125,4.25,Ливень (ливни).,0
2020-11-09,Кын,-0.55,725.3625,4.25,Ливень (ливни).,0
2020-11-09,Лысьва,-0.1999999999999999,727.6375,3.625,Снег или дождь со снегом.,0
2020-11-09,Ножовка,1.3875000000000002,740.5625,3.875,Снег или дождь со снегом.,0
2020-11-09,Октябрьский,-0.7125,720.825,4.125,Ливень (ливни).,0
2020-11-09,Оса,1.95,742.7625,4.625,Ливень (ливни).,0
2020-11-09,Оханск,1.0625,735.8,4.0,Снег или дождь со снегом.,0
2020-11-09,Пермь,0.5125,733.8,4.0,Ливень (ливни).,Пожар 
2020-11-09,Усть-Черная ,-0.2125,732.775,2.375,Ливень (ливни).,0
2020-11-09,Чайковский,1.925,744.625,4.375,Ливень (ливни).,0
2020-11-09,Чердынь,-0.975,727.8625,4.875,Ливень (ливни).,0
2020-11-09,Чермоз,0.475,737.525,3.625,Ливень (ливни).,0
2020-11-09,Чернушка,1.2375,738.5625,4.625,Ливень (ливни).,0
2020-11-10,Березники,-1.5875,735.75,1.5,Ливень (ливни).,Пожар 
2020-11-10,Бисер,-3.575,709.4125,2.375,Ливень (ливни).,0
2020-11-10,Верещагино,-1.925,731.125,2.875,Ливень (ливни).,0
2020-11-10,Гайны,-2.2,734.825,1.625,Снег или дождь со снегом.,0
2020-11-10,Губаха,-1.875,726.0,0.75,Снег или дождь со снегом.,0
2020-11-10,Добрянка,-0.8125,738.2625,1.5,Ливень (ливни).,0
2020-11-10,Коса,-1.7875,735.625,2.5,Снег или дождь со снегом.,0
2020-11-10,Кочево,-1.5875,736.4,2.25,Ливень (ливни).,0
2020-11-10,Кудымкар,-1.5875,735.9625,2.25,Ливень (ливни).,Пожар 
2020-11-10,Кунгур,-0.8875,738.8,2.0,Ливень (ливни).,0
2020-11-10,Кын,-1.5875,729.65,2.125,Снег или дождь со снегом.,0
2020-11-10,Лысьва,-1.2875,731.65,1.375,Снег или дождь со снегом.,0
2020-11-10,Ножовка,-1.075,741.6375,2.0,Снег или дождь со снегом.,0
2020-11-10,Октябрьский,-2.3125,722.5124999999999,2.5,Снег или дождь со снегом.,0
2020-11-10,Оса,-0.4625,744.3875,2.0,Снег или дождь со снегом.,0
2020-11-10,Оханск,-0.825,736.0125,2.0,Снег или дождь со снегом.,0
2020-11-10,Пермь,-1.075,736.725,2.0,Ливень (ливни).,Пожар 
2020-11-10,Усть-Черная ,-1.7125,736.925,1.625,Снег или дождь со снегом.,0
2020-11-10,Чайковский,-0.675,745.15,2.875,Снег или дождь со снегом.,0
2020-11-10,Чердынь,-2.3125,733.0875,2.375,Ливень (ливни).,0
2020-11-10,Чермоз,-0.9125,741.2875,1.875,Снег или дождь со снегом.,Пожар 
2020-11-10,Чернушка,-1.05,739.6625,2.875,Снег или дождь со снегом.,Пожар 
2020-11-11,Березники,-4.075,740.4625,2.125,Ливень (ливни).,0
2020-11-11,Бисер,-6.475,712.95,3.5,Ливень (ливни).,0
2020-11-11,Верещагино,-3.35,736.6,3.0,Снег или дождь со снегом.,0
2020-11-11,Гайны,-4.3875,740.15,2.375,Ливень (ливни).,0
2020-11-11,Губаха,-4.6875,730.4125,1.25,Снег или дождь со снегом.,Пожар 
2020-11-11,Добрянка,-3.1875,743.275,2.125,Ливень (ливни).,0
2020-11-11,Коса,-4.2625,740.8875,3.5,Ливень (ливни).,0
2020-11-11,Кочево,-3.5375,741.9375,3.0,Ливень (ливни).,0
2020-11-11,Кудымкар,-3.775,741.4125,3.125,Снег или дождь со снегом.,0
2020-11-11,Кунгур,-3.1375,743.675,2.5,Ливень (ливни).,0
2020-11-11,Кын,-4.3875,733.6,3.625,Ливень (ливни).,0
2020-11-11,Лысьва,-3.9875,736.025,2.375,Снег или дождь со снегом.,0
2020-11-11,Ножовка,-2.875,747.225,1.125,Снег или дождь со снегом.,0
2020-11-11,Октябрьский,-4.375,726.775,1.875,Снег или дождь со снегом.,0
2020-11-11,Оса,-1.9125,749.8625,2.25,Ливень (ливни).,Пожар 
2020-11-11,Оханск,-2.3875,743.3375,2.625,Снег или дождь со снегом.,0
2020-11-11,Пермь,-3.125,741.85,2.5,Ливень (ливни).,Пожар 
2020-11-11,Усть-Черная ,-3.2750000000000004,742.5,2.0,Снег или дождь со снегом.,0
2020-11-11,Чайковский,-1.3375,750.7625,3.25,Ливень (ливни).,0
2020-11-11,Чердынь,-4.5875,737.65,4.25,Ливень (ливни).,0
2020-11-11,Чермоз,-3.375,746.5125,2.5,Снег или дождь со снегом.,0
2020-11-11,Чернушка,-3.2,744.625,2.75,Ливень (ливни).,Пожар 
2020-11-12,Березники,-3.6125,740.3375,2.75,Ливень (ливни).,0
2020-11-12,Бисер,-6.0,713.5,3.625,Ливень (ливни).,0
2020-11-12,Верещагино,-3.5125,737.2125,3.875,Снег или дождь со снегом.,0
2020-11-12,Гайны,-3.6625,740.075,3.0,Ливень (ливни).,0
2020-11-12,Губаха,-4.475,730.65,1.25,Снег или дождь со снегом.,Пожар 
2020-11-12,Добрянка,-3.0,743.725,2.625,Ливень (ливни).,0
2020-11-12,Коса,-3.5875,740.7,3.875,Ливень (ливни).,0
2020-11-12,Кочево,-3.3125,741.875,3.625,Ливень (ливни).,0
2020-11-12,Кудымкар,-3.2625,741.55,3.375,Снег или дождь со снегом.,0
2020-11-12,Кунгур,-3.3875,744.875,2.5,Ливень (ливни).,Пожар 
2020-11-12,Кын,-4.5125,734.6625,2.75,Снег или дождь со снегом.,0
2020-11-12,Лысьва,-3.9375,736.8125,3.0,Ливень (ливни).,Пожар 
2020-11-12,Ножовка,-2.8125,748.575,2.375,Снег или дождь со снегом.,Пожар 
2020-11-12,Октябрьский,-4.85,728.7875,3.0,Снег или дождь со снегом.,0
2020-11-12,Оса,-2.3,751.075,3.375,Снег или дождь со снегом.,0
2020-11-12,Оханск,-2.85,744.1999999999999,3.0,Снег или дождь со снегом.,0
2020-11-12,Пермь,-3.125,742.5375,2.5,Ливень (ливни).,Пожар 
2020-11-12,Усть-Черная ,-3.25,742.675,2.375,Ливень (ливни).,0
2020-11-12,Чайковский,-1.975,752.45,3.375,Ливень (ливни).,0
2020-11-12,Чердынь,-4.075,737.2875,4.625,Ливень (ливни).,0
2020-11-12,Чермоз,-2.8,746.7375,3.125,Снег или дождь со снегом.,0
2020-11-12,Чернушка,-3.5875,746.6,3.25,Ливень (ливни).,0
2020-11-13,Березники,-6.725,747.825,1.625,Ливень (ливни).,Пожар 
2020-11-13,Бисер,-8.65,719.3,2.75,Ливень (ливни).,0
2020-11-13,Верещагино,-6.2375,742.6625,2.875,Снег или дождь со снегом.,Пожар 
2020-11-13,Гайны,-7.9625,748.075,2.25,Ливень (ливни).,0
2020-11-13,Губаха,-6.966666666666666,737.0625,1.125,Снег или дождь со снегом.,0
2020-11-13,Добрянка,-5.625,749.6875,1.5,Снег или дождь со снегом.,0
2020-11-13,Коса,-7.0125,748.6125,3.375,Ливень (ливни).,0
2020-11-13,Кочево,-6.6125,749.225,3.125,Ливень (ливни).,0
2020-11-13,Кудымкар,-6.375,748.2625,3.125,Ливень (ливни).,0
2020-11-13,Кунгур,-5.4125,749.3875,1.875,Ливень (ливни).,Пожар 
2020-11-13,Кын,-6.3875,739.5875,3.625,Снег или дождь со снегом.,0
2020-11-13,Лысьва,-6.185714285714285,742.125,2.0,Снег или дождь со снегом.,0
2020-11-13,Ножовка,-4.785714285714286,752.8375,1.375,Снег или дождь со снегом.,0
2020-11-13,Октябрьский,-6.6125,731.7,2.375,Снег или дождь со снегом.,0
2020-11-13,Оса,-4.35,755.5875,3.0,Снег или дождь со снегом.,0
2020-11-13,Оханск,-5.0875,749.275,3.25,Ливень (ливни).,0
2020-11-13,Пермь,-5.6875,747.8499999999999,2.375,Ливень (ливни).,Пожар 
2020-11-13,Усть-Черная ,-7.6875,750.125,1.75,Снег или дождь со снегом.,0
2020-11-13,Чайковский,-4.2125,756.2,3.0,Ливень (ливни).,0
2020-11-13,Чердынь,-7.2875,746.1,2.25,Ливень (ливни).,0
2020-11-13,Чермоз,-5.4875,753.2625,3.5,Ливень (ливни).,0
2020-11-13,Чернушка,-5.1625,749.875,3.375,Снег или дождь со снегом.,0
2020-11-14,Березники,-10.9875,756.2125,0.625,0,Пожар 
2020-11-14,Бисер,-12.6125,727.3375,3.375,Ливень (ливни).,0
2020-11-14,Верещагино,-9.7,750.0625,2.5,Снег или дождь со снегом.,Пожар 
2020-11-14,Гайны,-11.5875,755.475,0.625,Ливень (ливни).,0
2020-11-14,Губаха,-13.5,745.375,0.375,0,0
2020-11-14,Добрянка,-9.7625,757.9,1.25,0,0
2020-11-14,Коса,-10.725,756.3625,1.5,Ливень (ливни).,0
2020-11-14,Кочево,-10.15,756.7875,1.25,Ливень (ливни).,0
2020-11-14,Кудымкар,-10.3875,756.0125,1.875,Снег или дождь со снегом.,0
2020-11-14,Кунгур,-9.45,757.35,1.125,Ливень (ливни).,Пожар 
2020-11-14,Кын,-11.05,748.0125,3.0,Снег или дождь со снегом.,0
2020-11-14,Лысьва,-10.957142857142856,750.4375,1.5,Снег или дождь со снегом.,0
2020-11-14,Ножовка,-7.8125,759.9,2.0,Снег или дождь со снегом.,Пожар 
2020-11-14,Октябрьский,-11.0,738.6375,1.75,Снег или дождь со снегом.,0
2020-11-14,Оса,-7.025,763.0125,3.0,0,0
2020-11-14,Оханск,-7.75,756.8,2.25,Ливень (ливни).,0
2020-11-14,Пермь,-9.1,755.8375,1.75,Снег или дождь со снегом.,Пожар 
2020-11-14,Усть-Черная ,-16.225,756.95,0.625,Облака покрывали половину неба или менее в течение всего соответствующего периода.,0
2020-11-14,Чайковский,-5.9875,763.0125,2.5,Ливень (ливни).,0
2020-11-14,Чердынь,-12.05,754.1625,1.625,0,0
2020-11-14,Чермоз,-8.7375,761.45,2.5,Снег или дождь со снегом.,0
2020-11-14,Чернушка,-8.375,756.925,2.375,Снег или дождь со снегом.,Пожар 
2020-11-15,Березники,-15.5,761.225,0.125,Снег или дождь со снегом.,Пожар 
2020-11-15,Бисер,-15.35,732.725,1.375,0,Пожар 
2020-11-15,Верещагино,-14.4625,755.825,1.0,Снег или дождь со снегом.,0
2020-11-15,Гайны,-13.425,758.8125,1.25,Снег или дождь со снегом.,0
2020-11-15,Губаха,-18.6125,750.875,0.0,Туман или ледяной туман или сильная мгла.,0
2020-11-15,Добрянка,-14.1375,763.825,0.625,0,0
2020-11-15,Коса,-13.6125,760.175,1.625,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,0
2020-11-15,Кочево,-12.614285714285714,760.9375,1.0,Снег или дождь со снегом.,0
2020-11-15,Кудымкар,-14.7875,760.8375,0.5,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2020-11-15,Кунгур,-15.9625,764.2875,0.375,0,0
2020-11-15,Кын,-17.4875,754.3375,1.0,0,0
2020-11-15,Лысьва,-16.2875,756.75,0.125,0,0
2020-11-15,Ножовка,-14.125,766.7875,0.25,0,0
2020-11-15,Октябрьский,-16.475,745.775,0.75,0,0
2020-11-15,Оса,-13.425,770.0375,0.375,0,0
2020-11-15,Оханск,-12.4,763.1142857142858,1.25,0,0
2020-11-15,Пермь,-13.5375,762.15,0.75,Снег или дождь со снегом.,Пожар 
2020-11-15,Усть-Черная ,-14.025,759.95,1.0,Снег или дождь со снегом.,0
2020-11-15,Чайковский,-11.225,770.0125,0.75,0,0
2020-11-15,Чердынь,-16.7,758.025,1.0,Туман или ледяной туман или сильная мгла.,0
2020-11-15,Чермоз,-12.95,767.1375,1.125,0,Пожар 
2020-11-15,Чернушка,-13.175,764.325,1.25,0,Пожар 
2020-11-16,Березники,-8.6875,761.6,0.25,Снег или дождь со снегом.,0
2020-11-16,Бисер,-12.0125,733.35,2.25,0,0
2020-11-16,Верещагино,-9.8125,756.8125,2.625,Снег или дождь со снегом.,0
2020-11-16,Гайны,-6.3375,759.5125,1.875,Снег или дождь со снегом.,0
2020-11-16,Губаха,-11.125,751.5,0.125,Снег или дождь со снегом.,0
2020-11-16,Добрянка,-8.8375,764.45,1.375,Морось.,Пожар 
2020-11-16,Коса,-6.9625,760.7875,1.5,Ливень (ливни).,0
2020-11-16,Кочево,-6.987500000000001,761.6375,1.875,Снег или дождь со снегом.,0
2020-11-16,Кудымкар,-8.0125,761.425,2.0,Снег или дождь со снегом.,0
2020-11-16,Кунгур,-11.975,765.4625,1.0,0,0
2020-11-16,Кын,-13.2375,755.275,1.5,Снег или дождь со снегом.,0
2020-11-16,Лысьва,-11.5375,757.525,0.875,Снег или дождь со снегом.,Пожар 
2020-11-16,Ножовка,-10.4875,768.4375,1.75,0,0
2020-11-16,Октябрьский,-15.225,748.05,1.125,Снег или дождь со снегом.,0
2020-11-16,Оса,-11.2625,771.5125,1.5,Снег или дождь со снегом.,0
2020-11-16,Оханск,-9.6875,764.4125,1.875,Снег или дождь со снегом.,0
2020-11-16,Пермь,-9.7625,763.05,1.0,Снег или дождь со снегом.,Пожар 
2020-11-16,Усть-Черная ,-4.9375,760.9875,1.75,Снег или дождь со снегом.,0
2020-11-16,Чайковский,-9.5375,772.2625,1.625,0,0
2020-11-16,Чердынь,-9.1625,758.45,0.75,Снег или дождь со снегом.,0
2020-11-16,Чермоз,-8.3375,767.5375,1.625,Снег или дождь со снегом.,0
2020-11-16,Чернушка,-12.85,766.65,1.5,Снег или дождь со снегом.,0
2020-11-17,Березники,-5.0125,764.5,0.5,Снег или дождь со снегом.,Пожар 
2020-11-17,Бисер,-7.1125,736.0625,3.125,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2020-11-17,Верещагино,-8.825,759.925,2.25,0,0
2020-11-17,Гайны,-7.6375,763.125,2.0,Облака покрывали более половины неба в течение всего соответствующего периода.,0
2020-11-17,Губаха,-5.825,754.275,0.625,Снег или дождь со снегом.,0
2020-11-17,Добрянка,-5.1,767.325,1.0,Морось.,Пожар 
2020-11-17,Коса,-6.85,764.1750000000001,1.375,0,0
2020-11-17,Кочево,-7.8125,765.075,1.875,Ливень (ливни).,0
2020-11-17,Кудымкар,-7.3625,764.7,1.125,Снег или дождь со снегом.,0
2020-11-17,Кунгур,-5.525,768.0125,1.875,0,0
2020-11-17,Кын,-5.55,757.6625,3.0,Снег или дождь со снегом.,0
2020-11-17,Лысьва,-5.4125,760.1625,1.625,Снег или дождь со снегом.,Пожар 
2020-11-17,Ножовка,-7.6125,771.2125,1.75,0,0
2020-11-17,Октябрьский,-7.7875,750.7375,1.5,Облака покрывали более половины неба в течение всего соответствующего периода.,0
2020-11-17,Оса,-7.4,774.2,1.875,Снег или дождь со снегом.,0
2020-11-17,Оханск,-6.9375,767.25,1.0,Снег или дождь со снегом.,0
2020-11-17,Пермь,-5.55,765.8875,1.25,Снег или дождь со снегом.,Пожар 
2020-11-17,Усть-Черная ,-9.8125,764.625,1.25,0,0
2020-11-17,Чайковский,-7.4,774.9125,2.0,0,0
2020-11-17,Чердынь,-5.2375,761.5375,1.5,Снег или дождь со снегом.,0
2020-11-17,Чермоз,-5.675,770.5125,1.75,Снег или дождь со снегом.,0
2020-11-17,Чернушка,-7.4625,769.075,2.0,0,Пожар 
2020-11-18,Березники,-10.6125,763.95,1.125,Снег или дождь со снегом.,Пожар 
2020-11-18,Бисер,-9.9375,735.9875,2.875,0,0
2020-11-18,Верещагино,-11.5,759.1875,2.25,0,0
2020-11-18,Гайны,-11.6125,759.95,3.25,0,0
2020-11-18,Губаха,-11.3375,754.1,0.125,0,0
2020-11-18,Добрянка,-10.325,767.125,1.25,0,0
2020-11-18,Коса,-12.1625,761.875,2.375,0,0
2020-11-18,Кочево,-11.95,762.85,1.5,0,0
2020-11-18,Кудымкар,-12.2,763.3,1.375,0,Пожар 
2020-11-18,Кунгур,-11.85,768.3375,1.375,0,Пожар 
2020-11-18,Кын,-8.1875,757.9125,2.375,0,0
2020-11-18,Лысьва,-9.15,760.3125,1.75,0,Пожар 
2020-11-18,Ножовка,-12.3625,771.1375,1.0,0,Пожар 
2020-11-18,Октябрьский,-12.8625,751.0375,1.5,Снег или дождь со снегом.,0
2020-11-18,Оса,-12.7625,774.3625,0.75,0,0
2020-11-18,Оханск,-11.15,767.125,1.0,0,Пожар 
2020-11-18,Пермь,-11.0375,765.8375,1.75,0,Пожар 
2020-11-18,Усть-Черная ,-12.5375,760.4375,2.25,0,0
2020-11-18,Чайковский,-10.1,774.6625,1.375,0,0
2020-11-18,Чердынь,-12.4875,759.8,2.5,0,0
2020-11-18,Чермоз,-10.55,770.1875,1.25,0,0
2020-11-18,Чернушка,-12.7125,769.5125,1.5,0,0
2020-11-19,Березники,-8.175,753.4625,5.25,0,Пожар 
2020-11-19,Бисер,-11.7625,729.375,4.375,Песчаная или пыльная буря или снежная низовая метель.,0
2020-11-19,Верещагино,-8.4375,749.7125,5.625,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2020-11-19,Гайны,-7.5625,747.625,5.25,Ливень (ливни).,0
2020-11-19,Губаха,-10.0125,745.225,2.0,Снег или дождь со снегом.,0
2020-11-19,Добрянка,-7.2375,757.8875,3.5,0,0
2020-11-19,Коса,-7.8625,749.8625,4.5,Ливень (ливни).,0
2020-11-19,Кочево,-7.1625,750.9625,3.75,Ливень (ливни).,0
2020-11-19,Кудымкар,-7.3125,752.1875,3.5,0,Пожар 
2020-11-19,Кунгур,-9.675,761.5625,3.75,0,Пожар 
2020-11-19,Кын,-10.8625,751.8625,4.375,0,0
2020-11-19,Лысьва,-9.8625,753.1875,4.0,0,0
2020-11-19,Ножовка,-7.7125,763.3125,3.5,0,0
2020-11-19,Октябрьский,-12.225,746.0875,2.75,0,0
2020-11-19,Оса,-8.625,766.6,3.125,0,Пожар 
2020-11-19,Оханск,-7.85,758.55,3.875,0,0
2020-11-19,Пермь,-7.45,757.2375,4.0,Снег или дождь со снегом.,Пожар 
2020-11-19,Усть-Черная ,-6.8875,747.7375,4.0,Снег или дождь со снегом.,0
2020-11-19,Чайковский,-7.0125,766.825,3.625,0,0
2020-11-19,Чердынь,-9.3625,748.05,4.75,Ливень (ливни).,0
2020-11-19,Чермоз,-6.7375,760.0,2.375,0,0
2020-11-19,Чернушка,-11.3,763.9,3.875,0,Пожар 
2020-11-20,Березники,-2.675,747.775,5.25,Дождь.,Пожар 
2020-11-20,Бисер,-6.2,723.8375,6.125,Песчаная или пыльная буря или снежная низовая метель.,0
2020-11-20,Верещагино,-3.3125,744.7,5.125,Дождь.,Пожар 
2020-11-20,Гайны,-1.2875,742.25,4.625,Ливень (ливни).,0
2020-11-20,Губаха,-4.2,739.85,2.75,Облака покрывали более половины неба в течение всего соответствующего периода.,0
2020-11-20,Добрянка,-2.45,752.4875,4.25,0,0
2020-11-20,Коса,-1.6625,744.4125,4.125,Ливень (ливни).,0
2020-11-20,Кочево,-1.1875,745.4625,4.125,Ливень (ливни).,0
2020-11-20,Кудымкар,-1.4625,746.7375000000001,4.25,0,0
2020-11-20,Кунгур,-3.9,756.0625,5.125,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2020-11-20,Кын,-4.7375,746.1125,6.375,0,0
2020-11-20,Лысьва,-4.4625,747.5500000000001,5.75,Снег или дождь со снегом.,0
2020-11-20,Ножовка,-3.0375,758.45,5.0,0,0
2020-11-20,Октябрьский,-6.775,741.575,5.0,0,0
2020-11-20,Оса,-2.6875,761.525,4.125,0,Пожар 
2020-11-20,Оханск,-2.8,753.4,5.625,0,0
2020-11-20,Пермь,-2.775,752.0375,4.75,Ливень (ливни).,Пожар 
2020-11-20,Усть-Черная ,-0.9375,742.575,4.0,Снег или дождь со снегом.,0
2020-11-20,Чайковский,-2.8125,762.175,4.125,Снег или дождь со снегом.,0
2020-11-20,Чердынь,-2.7375,742.4625,4.5,Снег или дождь со снегом.,0
2020-11-20,Чермоз,-2.325,754.425,2.125,0,0
2020-11-20,Чернушка,-4.6,759.1125,5.125,0,0
2020-11-21,Березники,-2.8714285714285714,754.0714285714286,2.571428571428572,0,Пожар 
2020-11-21,Бисер,-6.4375,729.1375,5.125,0,0
2020-11-21,Верещагино,-4.7,750.5285714285714,4.428571428571429,0,0
2020-11-21,Гайны,-1.9375,750.325,4.375,Снег или дождь со снегом.,0
2020-11-21,Губаха,-4.7,745.4142857142857,2.142857142857143,0,0
2020-11-21,Добрянка,-3.585714285714286,758.3285714285714,2.857142857142857,0,0
2020-11-21,Коса,-2.2,751.8142857142857,4.142857142857143,Ливень (ливни).,0
2020-11-21,Кочево,-1.9714285714285715,752.8571428571429,3.2857142857142856,0,0
2020-11-21,Кудымкар,-2.8375,753.975,3.125,0,0
2020-11-21,Кунгур,-4.625,761.075,3.875,0,Пожар 
2020-11-21,Кын,-4.757142857142857,750.842857142857,4.857142857142857,0,0
2020-11-21,Лысьва,-4.442857142857143,750.0285714285714,3.0,Снег или дождь со снегом.,0
2020-11-21,Ножовка,-4.525,763.45,3.125,0,0
2020-11-21,Октябрьский,-7.0,745.1714285714286,4.142857142857143,0,0
2020-11-21,Оса,-4.7,766.4,2.142857142857143,0,0
2020-11-21,Оханск,-4.1875,759.075,3.75,0,0
2020-11-21,Пермь,-4.1125,757.7375,3.75,0,Пожар 
2020-11-21,Усть-Черная ,-1.1857142857142855,750.6857142857143,3.7142857142857135,Снег или дождь со снегом.,0
2020-11-21,Чайковский,-4.585714285714286,766.7857142857143,2.571428571428572,0,0
2020-11-21,Чердынь,-2.8125,749.65,4.125,Ливень (ливни).,0
2020-11-21,Чермоз,-3.1625,760.9375,3.75,0,Пожар 
2020-11-21,Чернушка,-5.685714285714285,762.9857142857143,3.7142857142857135,0,0
2020-11-22,Березники,-6.675,752.475,2.875,Ливень (ливни).,Пожар 
2020-11-22,Бисер,-10.825,731.3625,2.625,0,0
2020-11-22,Верещагино,-9.55,751.625,3.875,0,Пожар 
2020-11-22,Гайны,-5.6125,751.925,3.5,Ливень (ливни).,0
2020-11-22,Губаха,-8.0875,743.3375,1.75,Ливень (ливни).,0
2020-11-22,Добрянка,-7.2875,758.3375,2.75,Ливень (ливни).,Пожар 
2020-11-22,Коса,-6.275,751.7,3.5,Ливень (ливни).,0
2020-11-22,Кочево,-6.3,754.5875,2.625,Ливень (ливни).,0
2020-11-22,Кудымкар,-8.325,755.3375,2.875,0,0
2020-11-22,Кунгур,-8.9375,762.375,2.75,0,Пожар 
2020-11-22,Кын,-7.699999999999999,748.225,2.75,Ливень (ливни).,0
2020-11-22,Лысьва,-9.2875,754.7125,2.875,0,Пожар 
2020-11-22,Ножовка,-8.1875,763.9,2.125,0,0
2020-11-22,Октябрьский,-8.2625,741.1375,2.375,Ливень (ливни).,0
2020-11-22,Оса,-8.175,765.35,2.0,Ливень (ливни).,Пожар 
2020-11-22,Оханск,-8.275,759.7125,2.875,0,0
2020-11-22,Пермь,-8.55,759.0375,2.625,0,Пожар 
2020-11-22,Усть-Черная ,-4.8625,750.325,3.125,Снег или дождь со снегом.,0
2020-11-22,Чайковский,-5.824999999999999,762.9125,2.5,Ливень (ливни).,0
2020-11-22,Чердынь,-6.6125,752.1,3.75,Ливень (ливни).,0
2020-11-22,Чермоз,-7.45,762.825,1.75,0,0
2020-11-22,Чернушка,-10.4125,763.4375,2.5,0,0
2020-11-23,Березники,-7.5,751.8125,4.5,Снег или дождь со снегом.,0
2020-11-23,Бисер,-10.375,727.325,2.25,0,0
2020-11-23,Верещагино,-7.4875,746.0625,4.875,Снег или дождь со снегом.,0
2020-11-23,Гайны,-6.8,746.5375,4.0,Ливень (ливни).,0
2020-11-23,Губаха,-8.4625,743.075,2.0,Снег или дождь со снегом.,0
2020-11-23,Добрянка,-7.1,755.025,3.5,0,0
2020-11-23,Коса,-6.875,748.5125,4.375,Ливень (ливни).,0
2020-11-23,Кочево,-6.625,749.1375,3.25,Ливень (ливни).,0
2020-11-23,Кудымкар,-7.0875,749.85,2.875,Снег или дождь со снегом.,Пожар 
2020-11-23,Кунгур,-6.55,757.1375,3.25,0,Пожар 
2020-11-23,Кын,-9.1625,748.7375,1.875,0,0
2020-11-23,Лысьва,-7.075,749.9125,3.125,0,0
2020-11-23,Ножовка,-6.35,758.1375,2.0,0,0
2020-11-23,Октябрьский,-7.0375,740.7625,2.75,0,0
2020-11-23,Оса,-6.525,761.6375,2.125,0,0
2020-11-23,Оханск,-7.1125,754.4125,3.75,Снег или дождь со снегом.,0
2020-11-23,Пермь,-7.2625,753.8375,3.25,Снег или дождь со снегом.,Пожар 
